Source, Target, Type, Appearance, TextLength
217758127, 226087788, Directed, 1, 5
165372839, 221362631, Directed, 3, 6
318075710, 122606440, Directed, 1, 1
162703114, 214943743, Directed, 1, 2
214299677, 5175790, Directed, 1, 1
218230459, 5175790, Directed, 2, 6
158395458, 307890529, Directed, 1, 3
190214602, 5175790, Directed, 1, 13
212353567, 186697871, Directed, 1, 2
202573127, 5175790, Directed, 2, 43
314506501, 5175790, Directed, 2, 4
220156367, 221362631, Directed, 1, 2
190012486, 5175790, Directed, 1, 28
219626251, 221362631, Directed, 1, 2
218535694, 214943743, Directed, 1, 2
308910253, 168114555, Directed, 2, 4
5175790, 146333976, Directed, 1, 28
213321474, 221362631, Directed, 2, 4
312246865, 221362631, Directed, 3, 9
217579952, 5175790, Directed, 1, 14
318190866, 5175790, Directed, 1, 17
222208310, 5175790, Directed, 1, 67
306223314, 200960556, Directed, 1, 2
313324098, 221362631, Directed, 29, 72
191469592, 221362631, Directed, 1, 2
225288998, 214943743, Directed, 1, 2
212092955, 5175790, Directed, 2, 17
135118, 226087788, Directed, 2, 6
112372727, 5175790, Directed, 1, 3
186102908, 219857448, Directed, 1, 2
304951239, 219857448, Directed, 1, 1
211899202, 9720762, Directed, 2, 4
211608153, 200960556, Directed, 1, 0
117772047, 117772047, Directed, 7, 192
190464146, 5175790, Directed, 1, 27
216292093, 221362631, Directed, 1, 2
210540640, 214943743, Directed, 1, 2
311427253, 221362631, Directed, 5, 10
220902565, 221362631, Directed, 2, 4
114917243, 211725147, Directed, 4, 201
307613571, 122606440, Directed, 1, 3
308708599, 226087788, Directed, 1, 4
222129330, 5175790, Directed, 2, 5
135821087, 214943743, Directed, 1, 1
220634130, 312575903, Directed, 1, 4
214544354, 5175790, Directed, 1, 2
226262862, 506136, Directed, 1, 30
189322964, 226087788, Directed, 1, 3
228035563, 214943743, Directed, 1, 2
304664442, 5175790, Directed, 3, 23
113397376, 227810940, Directed, 1, 9
711121, 711121, Directed, 2, 16
214764793, 221362631, Directed, 6, 13
229325483, 221362631, Directed, 2, 4
314033765, 5175790, Directed, 1, 3
231255171, 122606440, Directed, 1, 2
215258420, 200960556, Directed, 1, 2
216199239, 226087788, Directed, 1, 8
215549937, 5175790, Directed, 1, 2
316421883, 146853172, Directed, 1, 15
313078572, 5175790, Directed, 3, 95
310142904, 221362631, Directed, 1, 2
218742810, 5175790, Directed, 1, 2
220585106, 9720762, Directed, 1, 2
227097764, 221362631, Directed, 1, 2
169550372, 9720762, Directed, 1, 2
2446390, 211250722, Directed, 1, 2
302335085, 226087788, Directed, 1, 2
300215098, 221362631, Directed, 5, 10
309441857, 220682626, Directed, 1, 5
216292399, 217250196, Directed, 1, 2
317402791, 122606440, Directed, 1, 13
306366753, 214943743, Directed, 6, 12
222730754, 222730754, Directed, 2, 12
225969811, 7466141, Directed, 1, 1
306400368, 5175790, Directed, 1, 25
210224381, 5175790, Directed, 6, 38
311267162, 317780126, Directed, 1, 2
319311627, 5175790, Directed, 1, 4
216998448, 221362631, Directed, 1, 2
213250138, 106690213, Directed, 1, 6
220891409, 5175790, Directed, 2, 44
314062834, 5175790, Directed, 1, 21
227662200, 226087788, Directed, 1, 7
229758683, 5175790, Directed, 1, 3
158331992, 122606440, Directed, 1, 2
313285829, 221362631, Directed, 1, 2
321834357, 9720762, Directed, 1, 49
212724499, 5175790, Directed, 1, 55
210529147, 130289216, Directed, 1, 3
227248321, 221362631, Directed, 1, 2
1032, 9720762, Directed, 1, 17
220467673, 214943743, Directed, 1, 5
322129239, 122606440, Directed, 1, 1
219811128, 5175790, Directed, 2, 72
303267578, 221362631, Directed, 2, 4
215622510, 226087788, Directed, 1, 11
216165003, 214943743, Directed, 1, 2
223407, 226087788, Directed, 1, 59
318407244, 3980343, Directed, 2, 3
229107645, 221362631, Directed, 2, 21
207806381, 214943743, Directed, 1, 2
217218437, 200960556, Directed, 1, 1
317521897, 9720762, Directed, 1, 2
211728663, 5175790, Directed, 2, 17
150574401, 211043249, Directed, 1, 7
313010813, 221362631, Directed, 1, 2
320886045, 9720762, Directed, 3, 6
216575486, 221362631, Directed, 1, 4
306887753, 122606440, Directed, 1, 33
215685251, 130289216, Directed, 1, 1
300140325, 221362631, Directed, 1, 7
217273175, 221362631, Directed, 1, 2
169901043, 214943743, Directed, 1, 2
4534496, 200960556, Directed, 1, 1
210794579, 17484659, Directed, 2, 17
315168690, 5175790, Directed, 1, 64
319933002, 201031169, Directed, 2, 78
315578514, 229651905, Directed, 1, 2
218382040, 313262332, Directed, 1, 3
215203636, 214943743, Directed, 1, 2
202035755, 122606440, Directed, 1, 37
215728339, 225004609, Directed, 1, 2
168954495, 214943743, Directed, 2, 4
118772025, 146867565, Directed, 1, 7
228183504, 221362631, Directed, 1, 2
313909697, 221362631, Directed, 1, 2
187560659, 221362631, Directed, 1, 2
317939527, 122606440, Directed, 1, 7
176311804, 214797486, Directed, 1, 1
213834826, 117833666, Directed, 1, 13
301412690, 186697871, Directed, 1, 2
219349120, 218607162, Directed, 2, 14
220449819, 5175790, Directed, 1, 8
315730657, 225780510, Directed, 1, 1
80016, 221362631, Directed, 1, 2
199888811, 221362631, Directed, 1, 2
177189820, 13670303, Directed, 2, 6
229037611, 226087788, Directed, 2, 13
122780162, 221362631, Directed, 1, 2
217990495, 221362631, Directed, 1, 2
164239873, 226087788, Directed, 1, 9
216582232, 300776795, Directed, 2, 4
220964868, 5175790, Directed, 1, 17
13990346, 221362631, Directed, 3, 5
217091913, 221362631, Directed, 1, 2
302403975, 211669292, Directed, 1, 5
308290908, 20428657, Directed, 1, 2
18619344, 226087788, Directed, 1, 5
311576889, 5175790, Directed, 1, 3
310721237, 221362631, Directed, 2, 2
7917347, 212202455, Directed, 1, 29
311756275, 221362631, Directed, 1, 2
215294969, 221362631, Directed, 1, 2
307972057, 106690213, Directed, 1, 2
229032605, 221362631, Directed, 1, 2
217174445, 224980267, Directed, 1, 11
319977503, 122629508, Directed, 1, 11
209435848, 20428657, Directed, 1, 2
216823359, 5175790, Directed, 1, 4
175997512, 307890529, Directed, 1, 3
217382985, 5175790, Directed, 1, 10
229148780, 5175790, Directed, 1, 28
201710712, 214943743, Directed, 1, 2
214194682, 150574401, Directed, 4, 38
1923623, 307890529, Directed, 1, 3
305196493, 214943743, Directed, 1, 2
226280626, 221362631, Directed, 4, 8
211705333, 5175790, Directed, 1, 2
308041913, 5175790, Directed, 1, 1
311832343, 226087788, Directed, 1, 1
214278144, 5175790, Directed, 1, 34
186521320, 221362631, Directed, 5, 14
199785591, 5175790, Directed, 1, 5
226364039, 5175790, Directed, 1, 22
307832164, 225780510, Directed, 1, 5
133914837, 122606440, Directed, 1, 11
210905676, 226087788, Directed, 2, 58
216582232, 213092218, Directed, 1, 2
152311053, 9720762, Directed, 1, 8
158685101, 9720762, Directed, 1, 2
222787477, 221362631, Directed, 3, 3
220235292, 226087788, Directed, 2, 6
314034842, 221362631, Directed, 2, 4
314055465, 226087788, Directed, 1, 3
193498917, 130289216, Directed, 1, 6
304353297, 201792194, Directed, 1, 2
231658060, 193098267, Directed, 1, 2
211394316, 221362631, Directed, 1, 2
307514870, 13670303, Directed, 4, 17
5860630, 221362631, Directed, 1, 5
212304700, 217250196, Directed, 1, 2
308986240, 5175790, Directed, 1, 39
300110019, 221362631, Directed, 1, 3
202636865, 218656241, Directed, 1, 5
5104350, 221362631, Directed, 1, 2
195885285, 1203713, Directed, 1, 8
19208683, 221362631, Directed, 3, 5
317570125, 226087788, Directed, 1, 1
147004025, 122606440, Directed, 1, 17
106764474, 221362631, Directed, 1, 5
278951, 214943743, Directed, 1, 0
211042322, 214943743, Directed, 1, 2
211627119, 221362631, Directed, 1, 2
212054766, 5175790, Directed, 2, 12
230884281, 122606440, Directed, 1, 6
217481130, 307890529, Directed, 1, 3
223957843, 212202455, Directed, 1, 22
301267092, 9720762, Directed, 1, 2
314884913, 5175790, Directed, 1, 49
211059929, 9720762, Directed, 1, 2
217964823, 201792194, Directed, 1, 2
226176509, 221362631, Directed, 1, 2
316631356, 122606440, Directed, 1, 2
307715002, 221362631, Directed, 5, 21
222201322, 122606440, Directed, 1, 6
317581152, 216977824, Directed, 2, 4
218854865, 224980267, Directed, 1, 51
123937846, 5175790, Directed, 1, 18
308744436, 5175790, Directed, 1, 2
222129216, 316260318, Directed, 1, 3
311365297, 9720762, Directed, 2, 4
221375047, 134854469, Directed, 1, 78
224742189, 217250196, Directed, 1, 2
308026568, 221362631, Directed, 5, 10
227068611, 122606440, Directed, 1, 7
598478, 186697871, Directed, 1, 2
133960235, 214943743, Directed, 1, 3
122606440, 319545972, Directed, 1, 9
210970694, 193098267, Directed, 1, 2
2466290, 227937769, Directed, 1, 5
228496089, 221362631, Directed, 1, 4
216261186, 225780510, Directed, 1, 2
230819980, 221362631, Directed, 6, 12
217589747, 122629508, Directed, 1, 27
218507783, 122606440, Directed, 1, 9
321411588, 3926663, Directed, 1, 3
209440113, 221362631, Directed, 1, 2
322820984, 322820984, Directed, 1, 2
18410661, 214943743, Directed, 2, 4
210403948, 122606440, Directed, 1, 35
310168891, 221362631, Directed, 1, 2
202255941, 226974030, Directed, 1, 14
120948812, 17268811, Directed, 1, 16
182025452, 122606440, Directed, 2, 7
320886045, 1203713, Directed, 2, 4
218323, 221362631, Directed, 1, 3
223814960, 5175790, Directed, 1, 55
8883250, 221362631, Directed, 1, 1
226943696, 17268811, Directed, 1, 0
229874565, 5175790, Directed, 1, 13
315490658, 5175790, Directed, 1, 26
309503090, 221362631, Directed, 1, 2
218607968, 214943743, Directed, 1, 2
320662126, 202662917, Directed, 1, 5
307873900, 5175790, Directed, 1, 5
10961433, 5175790, Directed, 1, 8
302477942, 221362631, Directed, 1, 2
119317946, 307890529, Directed, 1, 3
214935043, 9720762, Directed, 1, 3
195906791, 122606440, Directed, 1, 2
312320513, 5175790, Directed, 1, 13
3024053, 314693711, Directed, 1, 18
149639808, 221362631, Directed, 1, 1
209589975, 307890529, Directed, 1, 3
310326335, 307295565, Directed, 3, 15
190882364, 214943743, Directed, 1, 1
221996266, 13670303, Directed, 1, 4
215325282, 5175790, Directed, 1, 21
225764852, 5175790, Directed, 1, 4
169964016, 17268811, Directed, 1, 3
302303036, 221362631, Directed, 1, 2
221358577, 221362631, Directed, 1, 2
224538093, 214943743, Directed, 1, 2
231653363, 307295565, Directed, 1, 7
313760024, 221362631, Directed, 1, 2
12946365, 214943743, Directed, 1, 2
13795072, 122606440, Directed, 1, 7
308126314, 201508473, Directed, 1, 15
317580466, 304823337, Directed, 1, 23
210091052, 221362631, Directed, 1, 2
313758158, 221362631, Directed, 1, 2
229649610, 221362631, Directed, 2, 4
223401641, 5175790, Directed, 1, 38
301858073, 221362631, Directed, 2, 3
218642121, 5175790, Directed, 1, 3
315578514, 211669292, Directed, 1, 2
152820804, 221362631, Directed, 1, 15
212008309, 9720762, Directed, 1, 2
158996970, 20428657, Directed, 1, 2
316835999, 5175790, Directed, 1, 9
216110608, 221362631, Directed, 1, 2
211725147, 211725147, Directed, 113, 5115
210109831, 221362631, Directed, 1, 2
224780022, 224780022, Directed, 1, 2
308162347, 308162347, Directed, 2, 20
217661669, 214943743, Directed, 1, 1
306501761, 221362631, Directed, 1, 2
313180356, 5175790, Directed, 2, 24
307013680, 221362631, Directed, 1, 2
223456793, 7384366, Directed, 1, 2
212711162, 200960556, Directed, 2, 2
309566958, 197824620, Directed, 2, 4
222311280, 214943743, Directed, 3, 6
215321276, 5175790, Directed, 1, 21
229204376, 5175790, Directed, 1, 57
221299348, 5175790, Directed, 1, 3
225462020, 221362631, Directed, 16, 32
223446173, 221362631, Directed, 3, 6
126469709, 5175790, Directed, 1, 69
215816515, 218607162, Directed, 1, 2
311673896, 216977824, Directed, 1, 2
225397544, 186697871, Directed, 2, 4
211658830, 221362631, Directed, 1, 2
322759807, 122606440, Directed, 1, 2
322836750, 314489471, Directed, 1, 19
303453180, 219155979, Directed, 3, 3
201469598, 226087788, Directed, 1, 2
5695373, 214943743, Directed, 1, 1
301101941, 216977824, Directed, 4, 8
315115225, 5175790, Directed, 2, 6
211068363, 5175790, Directed, 2, 45
200115111, 5175790, Directed, 1, 61
304050286, 122606440, Directed, 1, 5
216087177, 219857448, Directed, 2, 3
303869860, 5175790, Directed, 1, 3
5529581, 221797251, Directed, 1, 2
304392380, 315965979, Directed, 1, 2
318714727, 5175790, Directed, 4, 8
316643258, 215105877, Directed, 1, 7
221410841, 5175790, Directed, 1, 30
143889791, 4909359, Directed, 1, 45
210097659, 224980267, Directed, 1, 3
213475153, 221362631, Directed, 4, 8
191050758, 221362631, Directed, 1, 5
317175231, 214105360, Directed, 4, 9
102782434, 221362631, Directed, 1, 2
322279744, 506136, Directed, 1, 20
216872116, 9720762, Directed, 1, 2
122849947, 211250722, Directed, 1, 9
195329520, 214943743, Directed, 1, 1
87278, 217250196, Directed, 1, 112
2376362, 221362631, Directed, 2, 4
311081260, 17268811, Directed, 2, 10
178362766, 5175790, Directed, 1, 9
210402483, 226969043, Directed, 1, 3
230746747, 5175790, Directed, 6, 1386
129180685, 214943743, Directed, 1, 2
190491561, 221362631, Directed, 1, 2
199783900, 221362631, Directed, 1, 1
210821028, 9720762, Directed, 5, 18
314890814, 5175790, Directed, 1, 7
308731090, 5175790, Directed, 1, 12
19105899, 223453350, Directed, 1, 6
113397376, 321882309, Directed, 2, 6
315746472, 221362631, Directed, 3, 6
311772317, 150574401, Directed, 5, 0
302632666, 219857448, Directed, 1, 2
228539377, 200960556, Directed, 1, 2
307634733, 5175790, Directed, 5, 10
301704374, 221362631, Directed, 1, 2
201886947, 122606440, Directed, 3, 74
313983763, 5175790, Directed, 1, 7
178743546, 226087788, Directed, 1, 4
13770469, 5175790, Directed, 1, 19
209884689, 221362631, Directed, 4, 8
5366879, 225780510, Directed, 3, 13
4108598, 221362631, Directed, 1, 2
307992250, 186697871, Directed, 1, 1
316889302, 301411728, Directed, 1, 28
218605201, 5175790, Directed, 1, 16
223670065, 200960556, Directed, 1, 2
229428556, 226087788, Directed, 1, 2
159133803, 226087788, Directed, 1, 5
217330468, 20428657, Directed, 1, 2
514627, 122629508, Directed, 1, 17
147167180, 5175790, Directed, 1, 18
309354311, 221362631, Directed, 1, 2
222759981, 506136, Directed, 1, 5
304329886, 226087788, Directed, 2, 8
146157104, 214943743, Directed, 2, 3
214194682, 221362631, Directed, 9, 22
302927902, 122606440, Directed, 1, 2
230314796, 118666192, Directed, 1, 45
301875259, 312533702, Directed, 1, 27
223163384, 225780510, Directed, 1, 2
219820063, 5175790, Directed, 1, 11
216319713, 5175790, Directed, 1, 2
200897110, 221362631, Directed, 1, 2
317355426, 9720762, Directed, 1, 5
320261145, 216977824, Directed, 7, 14
215798785, 221362631, Directed, 1, 2
318943247, 5175790, Directed, 1, 3
304181990, 17268811, Directed, 1, 2
211043249, 226087788, Directed, 1, 11
227182292, 221362631, Directed, 1, 2
173238178, 200960556, Directed, 1, 5
318607922, 223453350, Directed, 1, 2
217065067, 221362631, Directed, 4, 5
217602759, 309631546, Directed, 1, 0
308315884, 221362631, Directed, 4, 8
225724205, 221362631, Directed, 2, 4
218496906, 221362631, Directed, 1, 2
310611155, 221362631, Directed, 2, 5
310359343, 221362631, Directed, 2, 4
15235169, 5175790, Directed, 3, 417
311267162, 221687885, Directed, 1, 2
201059652, 201792194, Directed, 1, 0
202572761, 214943743, Directed, 3, 4
210228467, 5175790, Directed, 1, 46
225964200, 5175790, Directed, 1, 32
305922036, 226087788, Directed, 2, 9
211043249, 178532510, Directed, 1, 19
213021480, 5175790, Directed, 3, 33
18699451, 9720762, Directed, 28, 58
223155658, 5175790, Directed, 1, 35
124295963, 221362631, Directed, 5, 10
225515813, 214943743, Directed, 1, 2
215701835, 217250196, Directed, 2, 18
310540952, 221362631, Directed, 1, 2
209733234, 122606440, Directed, 1, 16
302747407, 200960556, Directed, 1, 9
215728898, 214943743, Directed, 1, 2
215729014, 214943743, Directed, 19, 20
13160288, 193098267, Directed, 2, 4
221034704, 221362631, Directed, 1, 1
230564757, 214943743, Directed, 1, 3
310447764, 122606440, Directed, 3042, 12168
195338134, 5175790, Directed, 1, 3
309244112, 225780510, Directed, 14, 28
229591335, 5175790, Directed, 2, 6
119539993, 5175790, Directed, 1, 19
6707094, 5175790, Directed, 1, 3
300375546, 20428657, Directed, 1, 2
234552, 9720762, Directed, 1, 2
304149196, 13670303, Directed, 5, 5
118537145, 219857448, Directed, 1, 3
311194900, 221362631, Directed, 1, 2
219516895, 5175790, Directed, 1, 17
223112645, 221362631, Directed, 8, 16
213595421, 5175790, Directed, 1, 2
314996808, 5175790, Directed, 1, 2
216167876, 214943743, Directed, 1, 2
193118744, 221362631, Directed, 5, 10
323032375, 122629508, Directed, 1, 3
198037601, 221362631, Directed, 1, 2
212201236, 303962786, Directed, 1, 6
422616, 213840646, Directed, 2, 10
119969560, 5175790, Directed, 5, 10
146736808, 229102208, Directed, 1, 3
311267162, 317581152, Directed, 3, 9
512169, 5175790, Directed, 1, 4
209503153, 200960556, Directed, 1, 2
307352867, 230861318, Directed, 2, 4
315131611, 221362631, Directed, 1, 2
315874831, 221362631, Directed, 2, 4
311612756, 221362631, Directed, 1, 2
308295582, 223453350, Directed, 1, 29
310742401, 630572, Directed, 1, 5
213475153, 5175790, Directed, 2, 17
314321074, 9720762, Directed, 1, 2
219314839, 221362631, Directed, 1, 10
200664230, 9720762, Directed, 1, 3
113397376, 318920975, Directed, 1, 4
223330464, 219155979, Directed, 1, 2
307136245, 221362631, Directed, 6, 12
304849153, 221362631, Directed, 1, 2
173825608, 221362631, Directed, 1, 2
196701698, 103992970, Directed, 1, 3
229341013, 226087788, Directed, 1, 5
146289990, 5175790, Directed, 1, 2
216179829, 122606440, Directed, 1, 21
133920992, 5175790, Directed, 1, 3
188797787, 313044233, Directed, 1, 52
209662826, 211250722, Directed, 1, 4
225162583, 5175790, Directed, 3, 38
200945499, 221362631, Directed, 1, 2
217928990, 5175790, Directed, 1, 29
122606440, 186697871, Directed, 1, 1
221239131, 214943743, Directed, 1, 2
209383355, 213274530, Directed, 1, 27
303250359, 17268811, Directed, 1, 11
197194824, 186697871, Directed, 1, 5
20428657, 20428657, Directed, 6, 43
316902340, 5175790, Directed, 1, 9
314727669, 221362631, Directed, 1, 2
134553223, 122606440, Directed, 2, 25
120177668, 5175790, Directed, 1, 3
185462131, 211669292, Directed, 1, 2
211697867, 307890529, Directed, 1, 3
195940150, 211250722, Directed, 1, 25
219299697, 5175790, Directed, 1, 2
307063508, 221362631, Directed, 2, 20
308482153, 13670303, Directed, 1, 2
229037367, 307890529, Directed, 1, 3
215536520, 221362631, Directed, 1, 29
201223683, 5175790, Directed, 1, 29
219450806, 5175790, Directed, 1, 2
216335395, 13670303, Directed, 3, 6
218964901, 221362631, Directed, 1, 7
308871822, 221362631, Directed, 1, 2
304308681, 320607677, Directed, 1, 2
222715780, 9720762, Directed, 1, 3
302089045, 307890529, Directed, 1, 3
137237046, 13670303, Directed, 1, 2
231373820, 226974030, Directed, 1, 6
202417185, 300249176, Directed, 1, 11
197477142, 218607162, Directed, 1, 5
308140, 221362631, Directed, 1, 2
302343677, 195940150, Directed, 1, 22
173169137, 221362631, Directed, 1, 2
306318975, 214761859, Directed, 1, 13
216520475, 5175790, Directed, 1, 6
2616728, 214943743, Directed, 1, 2
134300491, 221362631, Directed, 1, 2
300816842, 221362631, Directed, 1, 2
217202208, 190620776, Directed, 1, 3
130991787, 218607162, Directed, 2, 4
308493443, 221362631, Directed, 1, 2
300507131, 219857448, Directed, 2, 0
303877290, 5175790, Directed, 1, 2
231373820, 122606440, Directed, 1, 21
220543470, 193098267, Directed, 1, 2
228852732, 5175790, Directed, 1, 28
216448098, 217250196, Directed, 1, 0
213653085, 211669292, Directed, 2, 4
229834494, 307890529, Directed, 1, 3
301032053, 13670303, Directed, 1, 3
152070323, 221362631, Directed, 2, 4
320452171, 122606440, Directed, 1, 15
227631440, 5175790, Directed, 2, 57
303430794, 221362631, Directed, 1, 2
310540952, 156249229, Directed, 1, 12
224427997, 13670303, Directed, 1, 0
117482061, 5175790, Directed, 1, 1
150520796, 5175790, Directed, 1, 3
222659351, 216977824, Directed, 1, 5
223240220, 221362631, Directed, 10, 20
202578031, 221362631, Directed, 1, 2
172487972, 17268811, Directed, 1, 2
199201265, 5175790, Directed, 1, 15
211051590, 5175790, Directed, 1, 7
224890641, 221362631, Directed, 1, 8
226008251, 190620776, Directed, 1, 49
185847290, 214943743, Directed, 1, 2
304489092, 226087788, Directed, 1, 5
303419531, 226087788, Directed, 1, 6
217335937, 122606440, Directed, 11, 148
310138347, 5175790, Directed, 1, 30
14270022, 219857448, Directed, 1, 3
2946871, 13670303, Directed, 3, 15
1377730, 5175790, Directed, 1, 18
223796823, 5175790, Directed, 1, 0
310570569, 226087788, Directed, 1, 4
300924498, 122606440, Directed, 1, 2
118612572, 122606440, Directed, 1, 12
219204342, 214943743, Directed, 1, 2
202973557, 117772047, Directed, 1, 19
162915570, 122606440, Directed, 1, 14
320261145, 222764928, Directed, 2, 3
162258899, 226087788, Directed, 2, 10
231270799, 214943743, Directed, 4, 8
229286831, 221362631, Directed, 1, 2
231662840, 122606440, Directed, 4, 36
312703390, 5175790, Directed, 1, 12
200757359, 20428657, Directed, 1, 2
315578514, 310907579, Directed, 1, 1
218256412, 5175790, Directed, 1, 13
309227108, 193098267, Directed, 1, 2
120425120, 226087788, Directed, 1, 5
102177553, 221362631, Directed, 1, 2
3823908, 312083940, Directed, 1, 9
202668150, 5175790, Directed, 1, 31
218587808, 186697871, Directed, 1, 2
225702988, 122606440, Directed, 1, 4
117376801, 9720762, Directed, 2, 21
130865506, 226974030, Directed, 1, 61
215317603, 122606440, Directed, 1, 21
7154012, 122629508, Directed, 1, 3
148148678, 219857448, Directed, 5, 35
319004123, 5175790, Directed, 1, 4
303453180, 130289216, Directed, 2, 15
5861936, 214502391, Directed, 1, 28
13059624, 115144626, Directed, 1, 21
307506088, 221362631, Directed, 1, 2
218043297, 5175790, Directed, 1, 9
145646590, 13670303, Directed, 1, 3
313273439, 307754885, Directed, 2, 4
216249844, 13670303, Directed, 3, 6
9647751, 214943743, Directed, 1, 2
764211, 221362631, Directed, 3, 6
311267162, 3980343, Directed, 3, 8
153176895, 317838264, Directed, 1, 1
317175231, 146736808, Directed, 1, 1
124102094, 216977824, Directed, 1, 4
918524, 106690213, Directed, 1, 13
302050775, 5175790, Directed, 1, 23
223190311, 214943743, Directed, 1, 2
311194900, 316260318, Directed, 1, 2
224629501, 221362631, Directed, 1, 2
316545934, 9720762, Directed, 1, 12
217321276, 5175790, Directed, 2, 7
156249229, 122606440, Directed, 2, 17
313883678, 221362631, Directed, 1, 2
219446416, 219857448, Directed, 1, 2
221097501, 201792194, Directed, 2, 8
130313406, 130313406, Directed, 1, 7
212924875, 226087788, Directed, 1, 3
220534454, 5175790, Directed, 1, 29
315422552, 224980267, Directed, 1, 0
225627256, 218607162, Directed, 1, 3
229610456, 226087788, Directed, 1, 2
132335272, 221362631, Directed, 1, 2
230364013, 223453350, Directed, 1, 2
224409765, 214943743, Directed, 1, 2
162390187, 315067519, Directed, 1, 27
226429439, 307890529, Directed, 1, 3
214664861, 150574401, Directed, 1, 7
396093, 214943743, Directed, 1, 2
316304290, 5175790, Directed, 1, 3
228520477, 5175790, Directed, 1, 2
197208570, 214943743, Directed, 2, 4
309054741, 224980267, Directed, 1, 2
216934498, 9720762, Directed, 1, 2
314321074, 221362631, Directed, 1, 2
217507448, 17268811, Directed, 1, 2
319705876, 218656241, Directed, 1, 10
312933887, 221362631, Directed, 2, 13
303654621, 221362631, Directed, 1, 2
225993050, 5175790, Directed, 1, 0
193881868, 221362631, Directed, 1, 2
311025877, 4656118, Directed, 1, 1
215503425, 106690213, Directed, 1, 4
148488817, 221362631, Directed, 1, 2
305196493, 201508473, Directed, 1, 4
220167095, 221362631, Directed, 1, 2
309120024, 17268811, Directed, 1, 5
220465429, 9720762, Directed, 1, 4
309794175, 5175790, Directed, 1, 13
201617620, 150574401, Directed, 1, 11
310027634, 150574401, Directed, 1, 2
312014222, 5175790, Directed, 1, 7
3360, 153585, Directed, 1, 28
229566516, 214943743, Directed, 1, 2
101431525, 226087788, Directed, 1, 3
197217989, 5175790, Directed, 1, 2
222385150, 221362631, Directed, 1, 2
218282996, 221362631, Directed, 1, 2
157821624, 226087788, Directed, 1, 6
227031693, 106690213, Directed, 2, 21
219877840, 214943743, Directed, 4, 7
317508240, 230852730, Directed, 1, 13
214336560, 221362631, Directed, 1, 2
130179504, 130179504, Directed, 3, 5
211151483, 221362631, Directed, 1, 2
202316459, 226087788, Directed, 1, 3
160894773, 214943743, Directed, 1, 3
302543623, 221362631, Directed, 3, 3
153667106, 186697871, Directed, 1, 2
230876407, 221362631, Directed, 1, 2
216080015, 5175790, Directed, 1, 36
205362746, 5175790, Directed, 1, 4
202601659, 5175790, Directed, 1, 50
2946871, 130289216, Directed, 1, 2
306366753, 226087788, Directed, 1, 5
225822740, 219155979, Directed, 1, 2
170649934, 221362631, Directed, 1, 1
319492288, 226974030, Directed, 1, 15
217883054, 214943743, Directed, 1, 2
315533182, 221362631, Directed, 1, 2
135880162, 312665624, Directed, 1, 3
225969811, 19294917, Directed, 1, 5
309538037, 223453350, Directed, 1, 4
216208496, 221362631, Directed, 1, 2
225142924, 221362631, Directed, 1, 2
151925542, 221362631, Directed, 1, 2
316202635, 9720762, Directed, 1, 0
211714372, 5175790, Directed, 1, 3
193337582, 229032605, Directed, 1, 14
305986383, 214105360, Directed, 1, 3
301404226, 221362631, Directed, 1, 2
301402096, 200960556, Directed, 2, 10
225641114, 221362631, Directed, 2, 4
222328395, 226087788, Directed, 1, 20
219316811, 221362631, Directed, 1, 2
316393213, 9720762, Directed, 4, 47
214522953, 307295565, Directed, 2, 4
188332657, 122606440, Directed, 1, 17
209704263, 17268811, Directed, 1, 58
226104928, 221362631, Directed, 1, 2
311661927, 5175790, Directed, 2, 20
215657746, 5175790, Directed, 1, 132
7661328, 221362631, Directed, 3, 6
220081184, 221362631, Directed, 23, 47
348318, 13670303, Directed, 1, 2
154151780, 307890529, Directed, 1, 3
215731493, 214943743, Directed, 1, 2
192714, 5175790, Directed, 1, 7
317546892, 229214078, Directed, 1, 12
118380, 5175790, Directed, 1, 18
226221141, 9720762, Directed, 1, 2
105842923, 226087788, Directed, 2, 11
214023759, 221362631, Directed, 2, 4
186361746, 186697871, Directed, 1, 2
223437240, 313728832, Directed, 1, 23
319914287, 5175790, Directed, 1, 2
214638428, 122606440, Directed, 1, 4
211813570, 13670303, Directed, 1, 2
317170256, 226087788, Directed, 1, 3
223326373, 5175790, Directed, 1, 7
225969811, 216582232, Directed, 1, 1
319063542, 216045485, Directed, 1, 14
225051324, 146736808, Directed, 2, 2
151369728, 225004609, Directed, 1, 2
318466550, 202662917, Directed, 1, 2
227162765, 7384366, Directed, 1, 2
229699231, 307295565, Directed, 1, 3
140526648, 216977824, Directed, 2, 6
222773618, 17268811, Directed, 1, 2
216989412, 160740101, Directed, 1, 12
229393244, 221362631, Directed, 1, 2
220828205, 221362631, Directed, 6, 25
307514870, 224980267, Directed, 2, 34
314243585, 5175790, Directed, 1, 2
110107839, 224980267, Directed, 1, 2
311365297, 224980267, Directed, 1, 2
123611271, 225004609, Directed, 1, 2
226294096, 214943743, Directed, 1, 1
217129617, 219857448, Directed, 1, 4
4185113, 17268811, Directed, 1, 68
314788276, 211043249, Directed, 1, 16
223378448, 13670303, Directed, 1, 4
186794962, 5175790, Directed, 1, 7
304012517, 5175790, Directed, 1, 2
228032053, 221362631, Directed, 1, 2
215109861, 5175790, Directed, 1, 11
303001015, 122606440, Directed, 1, 7
